Timestamp,A1. Your age (আপনার বয়স) ,A2. You are (আপনি ) ,A3. Your religion(আপনার ধর্ম) ,A4. Your marital status(আপনার বৈবাহিক অবস্থা) ,A5. Where do you live?(আপনি কোথায় বসবাস করেন ?) ,A6. Occupation(পেশা) ,B1. What kind of family do you live in?(আপনি কি ধরনের পরিবারে বসবাস করেন?) ,"B2. How much time do you typically spend with your family each day? (আপনি প্রতিদিন সাধারণ কত সময় আপনার পরিবারের সাথে কাটান?)
____________ Hours(ঘন্টা)","B3. How is your relationship with your family?(আপনার পরিবারের সাথে আপনার সম্পর্ক কেমন?)
",B4. How do you usually feel when meeting people in person?(আপনি কারো সাথে দেখা হলে সাধারণত কেমন অনুভব করেন?) ,C1. What is your height?(আপনার উচ্চতা কত?) ,C2. What is your weight? (আপনার ওজন কত?) ,"C3. How long do you typically sit while watching Facebook Reels?(ফেসবুক রিলস দেখার সময় আপনি সাধারণত কতক্ষণ বসে থাকেন?)
","C4. Do you experience any physical problems (such as headaches, eye strain, back or shoulder pain, etc.) due to watching too much Facebook Reels? (অতিরিক্ত ফেসবুক রিলস দেখার কারণে কি আপনার কোনো শারীরিক সমস্যা (যেমন: মাথাব্যথা, চোখব্যথা, কোমর বা কাঁধে ব্যথা ইত্যাদি)হয়?)
","D1. How long have you been watching Facebook Reels?(আপনি কত দিন থেকে ফেইসবুক  রিলস দেখেন?)
 _________ Years(বছর ) ","D2. How many times do you spend watching Facebook reels?(আপনি প্রতিদিন কতক্ষন রিলস দেখেন?)
","D3. When do you usually watch reels more? (আপনি সাধারণত কখন রিলস বেশী দেখেন?)
","D4. Do you use Facebook Reels while doing other tasks?(আপনি কি রিলস দেখার সময় অন্য কাজও করেন?)
",E1. How many hours do you sleep on average every day?(আপনি প্রতি দিন গড়ে কত ঘন্টা ঘুমান ? ),E2. Do you have trouble sleeping after watching the release?(রিলস  দেখার পর কি আপনার ঘুমের সমস্যা হয়?),E3. Are You Involved with exercise or sports?(আপনি কি ব্যায়াম বা খেলাধুলার সাথে জড়িত?) ,"E4. Do you consume any intoxicating substances such as cigarettes, alcohol, or cannabis?আপনি কি কোনো নেশাজাতীয় দ্রব্য (যেমন সিগারেট, মদ, গাঁজা ইত্যাদি) সেবন করেন?)",F1. Do you feel your attention span has decreased due to watching Reels?(রিলস দেখার কারণে কি আপনার মনোযোগের মাত্রা কমে গেছে বলে মনে হয়?),F2. Has watching reels reduced your memory?(রিলস দেখার ফলে কি আপনার স্মরণশক্তি  কমে  গেছে? ) ,F3. Has your interest in learning or trying new things decreased due to Reels?(রিলস দেখার কারণে কি আপনার শেখার বা নতুন কিছু শিখতে আগ্রহ কমে গেছে?),F4. Do you feel that watching too much Reels affects your work or study performance? (অতিরিক্ত রিলস দেখার কারণে কি আপনার কাজ বা পড়াশোনায় প্রভাব পড়ে?),"G1. Do you experience sudden anger, sadness, anxiety, or mood swings?(আপনি কি হঠাৎ রাগ, দুঃখ, উদ্বেগ বা মন খারাপ অনুভব করেন? )","G2. Do you feel anxious or worried that you are missing out on something when you don’t watch   Reels?(রিলস না দেখলে কি উদ্বিগ্ন বা “FOMO” (Fear of Missing  Out – অন্যরা যা দেখছে বা করছে, তা থেকে বাদ পড়ার ভয়) অনুভব করেন?)
","G3. Do you feel low or compare yourself with others after watching Reels?(ফেসবুক রিলস দেখে কি আপনি অন্যদের সাথে নিজের তুলনা করে হতাশ বা হীনমন্য বোধ করেন?)
",G4. Have you ever isolated yourself from family or friends due to excessive Reels watching?(অতিরিক্ত রিলস দেখার কারণে কি কখনো পরিবার বা বন্ধুদের সঙ্গে সামাজিকভাবে বিচ্ছিন্ন হয়ে পড়েছেন? ),"G5. Do social media or Reels create mental stress for you?(রিলস বা সোশ্যাল মিডিয়ার কারণে কি আপনি মানসিক চাপ অনুভব করেন?)
","G6. Do you sometimes or often experience panic attacks(racing heartbeat, shortness of breath?) (আপনি কি কখনো আতঙ্ক বা প্যানিক অ্যাটাক(দ্রুত হৃদস্পন্দন, শ্বাসকষ্ট) অনুভব করেন?)",G7.What type are you according to your behavior?(আপনার আচরণ অনুযায়ী আপনি কোন ধরণের?) ,"G8.Do you watch reels because of an addiction, even if you don't have the desire to watch them? (আপনার রিলস দেখার ইচ্ছা না থাকলেও আসক্তির কারণে আপনি কি  রিলস দেখেন?) ",H1. Does your mental state change after watching Facebook viral reels?(ফেসবুক এ ভাইরাল রিলস দেখার পরে কি আপনার মানসিক অবস্থার পরিবর্তন হয়?),"H2. Does watching tragic or entertaining content on Facebook Reels have any effect on your mental state (excitement, enthusiasm,anxiety)?(ফেসবুক রিলস এ মর্মান্তিক বা বিনোদনমূলক বিষয়বস্তু দেখলে সেটা কি আপনার মানসিক অবস্থার (যেমন: উত্তেজনা,উদ্দীপনা, উদ্বেগ) উপর কোনো  প্রভাব ফেলে?)
",H3. Do you become distracted or inattentive after watching viral reels on Facebook?(ফেসবুক এ ভাইরাল রিলস দেখার পর আপনি কি বিভ্রান্ত বা অমনোযোগী হয়ে যান?),H4. Does your brain feel extra pressure after watching viral content?(ভাইরাল কনটেন্ট দেখার পর কি আপনার মস্তিষ্কে অতিরিক্ত চাপ অনুভব হয়?),H5. Does watching viral reels on Facebook before bed change your sleep quality?(ঘুমানোর আগে ফেসবুকে ভাইরাল রিলস দেখার কারণে কি আপনার ঘুমের মানের কোনো পরিবর্তন হয়?),H6. Does watching emotional reels make you lose focus on studies or work?(আবেগপ্রবণ রিলস  দেখার পর কি আপনার পড়াশোনা বা কাজের প্রতি মনোযোগ কমে যায়?),"H7. When a viral reel sparks excitement or curiosity in you, do you feel inclined to watch more reels related to that?(যখন কোনো ভাইরাল রিলস আপনার মধ্যে উত্তেজনা বা কৌতূহল জাগিয়ে তোলে, তখন কি আপনি সেই সম্পর্কিত আরও রিলস দেখার জন্য আগ্রহী হন?)"
12/15/2025 16:31:06,24,Female(মেয়ে),Islam (ইসলাম),Unmarried (অবিবাহিত),Urban Area (শহুরে এলাকা),Student (স্টুডেন্ট),Single family(একক পরিবার ),12,Good (ভালো),Neutral (নিরপেক্ষ),5 foot 4 inch,65,Less than 30 minutes (৩০ মিনিটের কম),Rarely (খুব কম হয়),4,Less than 1 hour (এক ঘণ্টার কম),Afternoon (বিকালে),Sometimes (মাঝে মাঝে),Less than 6 hours (৬ ঘণ্টার কম),No (না),Rarely (খুব কম),No (না),Did not decrease (কমেনি),,Did not decrease (কমেনি),No effect (কোনো প্রভাব নেই),Often (প্রায়ই),Often (প্রায়ই),No (না),No (না),No (না),Very Rarely (খুব কম),Ambivert (মাঝামাঝি),Never (কখনো না),No Change (পরিবর্তন নেই),No Impact (কোনো প্রভাব পড়ে না),Rarely (খুব কম),No Stress (চাপ অনুভব হয় না),Sleep Quality Unchanged (ঘুমের মান অপরিবর্তিত থাকে),Do Not Lose Focus (মনোযোগ কমে না),Not Interested (আগ্রহ হয় না)
12/15/2025 20:00:49,23,Male(ছেলে),Islam (ইসলাম),Unmarried (অবিবাহিত),Rural Area (গ্রামীণ এলাকা),Student (স্টুডেন্ট),Single family(একক পরিবার ),18,Very Good (খুবই ভালো),Very Comfortable (খুব স্বাচ্ছন্দ্যবোধ করি),5.10'',92,1–2 hours (১–২ ঘন্টা),Never (কখনো হয় না),3,1 hour (এক ঘন্টা),Before Sleeping (ঘুমানোর আগে),No (না),6–8 hours (৬–৮ ঘণ্টা),No (না),Regularly (নিয়মিতভাবে),No (না),Decreased a little (কিছুটা কমেছে),Did not decrease (কমেনি),Decreased a little (কিছুটা কমেছে),Somewhat negative (কিছুটা নেতিবাচক),Never (কখনো না),Sometimes (মাঝে মাঝে),No (না),No (না),No (না),Never (কখনো না),Introvert (অন্তর্মুখী),Never (কখনো না),No Change (পরিবর্তন নেই),No Impact (কোনো প্রভাব পড়ে না),Rarely (খুব কম),No Stress (চাপ অনুভব হয় না),Sleep Quality Unchanged (ঘুমের মান অপরিবর্তিত থাকে),Do Not Lose Focus (মনোযোগ কমে না),Sometimes Interested (মাঝে মাঝে আগ্রহ হয়)
12/15/2025 20:22:58,21,Male(ছেলে),Islam (ইসলাম),Unmarried (অবিবাহিত),Rural Area (গ্রামীণ এলাকা),Student (স্টুডেন্ট),Single family(একক পরিবার ),1 ঘন্টার কম,Good (ভালো),Neutral (নিরপেক্ষ),5.7,58,Less than 30 minutes (৩০ মিনিটের কম),Rarely (খুব কম হয়),1,Less than 1 hour (এক ঘণ্টার কম),Afternoon (বিকালে),"Yes, frequently (হ্যাঁ, প্রায়ই)",6–8 hours (৬–৮ ঘণ্টা),No (না),Sometimes (মাঝে মাঝে),No (না),Did not decrease (কমেনি),Did not decrease (কমেনি),Did not decrease (কমেনি),No effect (কোনো প্রভাব নেই),Often (প্রায়ই),Never (কখনো না),No (না),No (না),No (না),,,,,,,,,,
12/15/2025 21:04:46,25,Male(ছেলে),Islam (ইসলাম),Unmarried (অবিবাহিত),Urban Area (শহুরে এলাকা),Student (স্টুডেন্ট),Single family(একক পরিবার ),8 hours ,Very Good (খুবই ভালো),Somewhat Uncomfortable (কিছুটা অস্বস্তি বোধ করি),5’7.30,67,Less than 30 minutes (৩০ মিনিটের কম),Never (কখনো হয় না),1,1 hour (এক ঘন্টা),Before Sleeping (ঘুমানোর আগে),,,,,,,,,,Always (সবসময়),Always (সবসময়),No (না),No (না),No (না),Never (কখনো না),Ambivert (মাঝামাঝি),Never (কখনো না),Not Sure (নিশ্চিত না),Not Sure (নিশ্চিত না),Never (কখনো না),No Stress (চাপ অনুভব হয় না),Not Sure (নিশ্চিত না),Do Not Lose Focus (মনোযোগ কমে না),Not Interested (আগ্রহ হয় না)
12/15/2025 23:06:58,25,Male(ছেলে),,Unmarried (অবিবাহিত),Urban Area (শহুরে এলাকা),Student (স্টুডেন্ট),Joint Family (যৌথ পরিবার),0,Very Good (খুবই ভালো),Somewhat Uncomfortable (কিছুটা অস্বস্তি বোধ করি),5.6,65,More than 2 hours (২ ঘন্টার বেশি),Never (কখনো হয় না),2,1 hour (এক ঘন্টা),Morning (সকালে),Sometimes (মাঝে মাঝে),6–8 hours (৬–৮ ঘণ্টা),No (না),Regularly (নিয়মিতভাবে),Yes (হ্যাঁ),Decreased a lot (অনেকটা কমেছে),Decreased a lot (অনেকটা কমেছে),Decreased a lot (অনেকটা কমেছে),Very negative (খুব নেতিবাচক),Often (প্রায়ই),Always (সবসময়),"Yes, frequently (হ্যাঁ, প্রায়ই)",Sometimes (মাঝে মাঝে),No (না),Sometimes (মাঝে মাঝে),Ambivert (মাঝামাঝি),Very Rarely (খুব কম),Some Change (কিছুটা পরিবর্তন হয়),No Impact (কোনো প্রভাব পড়ে না),Never (কখনো না),Moderate Stress (মাঝারি চাপ অনুভব হয়),Slight Change in Sleep Quality (ঘুমের মান কিছুটা পরিবর্তিত হয়),Lose Focus Frequently (অত্যধিক মনোযোগ হারায়),Rarely Interested (খুব কম আগ্রহ হয়)
12/15/2025 23:21:15,24,Female(মেয়ে),Islam (ইসলাম),Unmarried (অবিবাহিত),Urban Area (শহুরে এলাকা),Student (স্টুডেন্ট),Single family(একক পরিবার ),0 because i live alone at dhaka city,Very Good (খুবই ভালো),Very Comfortable (খুব স্বাচ্ছন্দ্যবোধ করি),5’2”,60,More than 2 hours (২ ঘন্টার বেশি),Often (প্রায়ই হয়),3 years ,More than that (আরো বেশি),Before Sleeping (ঘুমানোর আগে),Sometimes (মাঝে মাঝে),6–8 hours (৬–৮ ঘণ্টা),No (না),Rarely (খুব কম),No (না),Decreased a lot (অনেকটা কমেছে),Decreased a little (কিছুটা কমেছে),Did not decrease at all (একেবারেই কমেনি),Somewhat negative (কিছুটা নেতিবাচক),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),No (না),No (না),Yes (হ্যাঁ),Never (কখনো না),Ambivert (মাঝামাঝি),Very Rarely (খুব কম),Some Change (কিছুটা পরিবর্তন হয়),Negative Impact (নেতিবাচক প্রভাব),Sometimes (মাঝে মাঝে),Moderate Stress (মাঝারি চাপ অনুভব হয়),Slight Change in Sleep Quality (ঘুমের মান কিছুটা পরিবর্তিত হয়),Lose Focus Sometimes (মাঝে মাঝে মনোযোগ হারায়),Sometimes Interested (মাঝে মাঝে আগ্রহ হয়)
12/15/2025 23:31:00,25,Female(মেয়ে),Islam (ইসলাম),Unmarried (অবিবাহিত),Urban Area (শহুরে এলাকা),Businessperson (ব্যবসায়ী),Single family(একক পরিবার ),3 to 6 hour,Very Good (খুবই ভালো),Somewhat Comfortable (কিছুটা স্বাচ্ছন্দ্যবোধ করি),5 feet 2 inch,62,30 minutes–1 hour (৩০ মিনিট–১ ঘন্টা),Never (কখনো হয় না),4 year,1 hour (এক ঘন্টা),Before Sleeping (ঘুমানোর আগে),Sometimes (মাঝে মাঝে),6–8 hours (৬–৮ ঘণ্টা),Yes (হ্যা),Sometimes (মাঝে মাঝে),No (না),Decreased a little (কিছুটা কমেছে),Did not decrease (কমেনি),Did not decrease at all (একেবারেই কমেনি),Somewhat positive (কিছুটা ইতিবাচক),Never (কখনো না),Never (কখনো না),Sometimes (মাঝে মাঝে),No (না),Not Sure (নিশ্চিত না),Sometimes (মাঝে মাঝে),Ambivert (মাঝামাঝি),Very Rarely (খুব কম),Not Sure (নিশ্চিত না),Not Sure (নিশ্চিত না),Never (কখনো না),No Stress (চাপ অনুভব হয় না),Slight Change in Sleep Quality (ঘুমের মান কিছুটা পরিবর্তিত হয়),Do Not Lose Focus (মনোযোগ কমে না),Sometimes Interested (মাঝে মাঝে আগ্রহ হয়)
12/15/2025 23:35:33,22 years ,Male(ছেলে),Islam (ইসলাম),Unmarried (অবিবাহিত),Urban Area (শহুরে এলাকা),Student (স্টুডেন্ট),Single family(একক পরিবার ),"১,২ ঘন্টা ",Very Good (খুবই ভালো),Very Comfortable (খুব স্বাচ্ছন্দ্যবোধ করি),5.9,৭১ কেজি,Less than 30 minutes (৩০ মিনিটের কম),Never (কখনো হয় না),৬ বছর,Less than 1 hour (এক ঘণ্টার কম),Leisure Time (অবসর সময়),"Yes, frequently (হ্যাঁ, প্রায়ই)",6–8 hours (৬–৮ ঘণ্টা),No (না),Sometimes (মাঝে মাঝে),No (না),Did not decrease at all (একেবারেই কমেনি),Did not decrease at all (একেবারেই কমেনি),Did not decrease at all (একেবারেই কমেনি),No effect (কোনো প্রভাব নেই),Sometimes (মাঝে মাঝে),Never (কখনো না),No (না),No (না),Not Sure (নিশ্চিত না),Never (কখনো না),Extrovert (বহির্মুখী),Very Rarely (খুব কম),No Change (পরিবর্তন নেই),No Impact (কোনো প্রভাব পড়ে না),Never (কখনো না),No Stress (চাপ অনুভব হয় না),Sleep Quality Unchanged (ঘুমের মান অপরিবর্তিত থাকে),Do Not Lose Focus (মনোযোগ কমে না),Not Interested (আগ্রহ হয় না)
12/15/2025 23:39:18,23,Male(ছেলে),Islam (ইসলাম),Unmarried (অবিবাহিত),Rural Area (গ্রামীণ এলাকা),Student (স্টুডেন্ট),Joint Family (যৌথ পরিবার),1-2,Good (ভালো),Somewhat Comfortable (কিছুটা স্বাচ্ছন্দ্যবোধ করি),5 feet 8 inch,60 kg,1–2 hours (১–২ ঘন্টা),Sometimes (মাঝে মাঝে হয়),5,3 hours (৩ ঘন্টা),Before Sleeping (ঘুমানোর আগে),"Yes, frequently (হ্যাঁ, প্রায়ই)",6–8 hours (৬–৮ ঘণ্টা),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),Decreased a lot (অনেকটা কমেছে),Decreased a lot (অনেকটা কমেছে),Decreased a little (কিছুটা কমেছে),Very positive (খুব ইতিবাচক),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),No (না),Yes (হ্যাঁ),Never (কখনো না),Ambivert (মাঝামাঝি),Often (প্রায়ই),Some Change (কিছুটা পরিবর্তন হয়),Not Sure (নিশ্চিত না),Often (প্রায়শই),Moderate Stress (মাঝারি চাপ অনুভব হয়),Slight Change in Sleep Quality (ঘুমের মান কিছুটা পরিবর্তিত হয়),Lose Focus Frequently (অত্যধিক মনোযোগ হারায়),More Interest in Watching Reels (আরও রিলস দেখার আগ্রহ হয়)
12/16/2025 2:01:17,25,Male(ছেলে),Islam (ইসলাম),Unmarried (অবিবাহিত),Urban Area (শহুরে এলাকা),Student (স্টুডেন্ট),Joint Family (যৌথ পরিবার),2,Good (ভালো),Neutral (নিরপেক্ষ),5.4,80,Less than 30 minutes (৩০ মিনিটের কম),Rarely (খুব কম হয়),5,Less than 1 hour (এক ঘণ্টার কম),During Work Break (কাজের ফাঁকে),Sometimes (মাঝে মাঝে),Less than 6 hours (৬ ঘণ্টার কম),No (না),Rarely (খুব কম),No (না),Decreased a little (কিছুটা কমেছে),Decreased a little (কিছুটা কমেছে),Decreased a little (কিছুটা কমেছে),Somewhat negative (কিছুটা নেতিবাচক),Sometimes (মাঝে মাঝে),Never (কখনো না),No (না),No (না),Not Sure (নিশ্চিত না),Never (কখনো না),Ambivert (মাঝামাঝি),Never (কখনো না),No Change (পরিবর্তন নেই),Not Sure (নিশ্চিত না),Rarely (খুব কম),No Stress (চাপ অনুভব হয় না),Not Sure (নিশ্চিত না),Do Not Lose Focus (মনোযোগ কমে না),Not Interested (আগ্রহ হয় না)
12/16/2025 11:26:41,23,Female(মেয়ে),Islam (ইসলাম),Unmarried (অবিবাহিত),Rural Area (গ্রামীণ এলাকা),Student (স্টুডেন্ট),Single family(একক পরিবার ),Less than 10 minutes ,Good (ভালো),Neutral (নিরপেক্ষ),5.1inch,62,1–2 hours (১–২ ঘন্টা),Never (কখনো হয় না),2years,More than that (আরো বেশি),During Work Break (কাজের ফাঁকে),,Less than 6 hours (৬ ঘণ্টার কম),No (না),Rarely (খুব কম),Used to do before (পূর্বে করতাম),Did not decrease (কমেনি),Did not decrease (কমেনি),Did not decrease (কমেনি),No effect (কোনো প্রভাব নেই),Sometimes (মাঝে মাঝে),Never (কখনো না),Sometimes (মাঝে মাঝে),No (না),No (না),Very Rarely (খুব কম),Introvert (অন্তর্মুখী),Sometimes (মাঝে মাঝে),No Change (পরিবর্তন নেই),,Never (কখনো না),No Stress (চাপ অনুভব হয় না),Sleep Quality Unchanged (ঘুমের মান অপরিবর্তিত থাকে),Do Not Lose Focus (মনোযোগ কমে না),Rarely Interested (খুব কম আগ্রহ হয়)
12/16/2025 13:15:30,21,Female(মেয়ে),Islam (ইসলাম),Married (বিবাহিত),Urban Area (শহুরে এলাকা),Student (স্টুডেন্ট),Single family(একক পরিবার ),19-20,Very Good (খুবই ভালো),Somewhat Comfortable (কিছুটা স্বাচ্ছন্দ্যবোধ করি),"5.3""",53,More than 2 hours (২ ঘন্টার বেশি),Rarely (খুব কম হয়),4,3 hours (৩ ঘন্টা),During Work Break (কাজের ফাঁকে),,More than 8 hours (৮ ঘণ্টার বেশি),,Rarely (খুব কম),No (না),Decreased a lot (অনেকটা কমেছে),Decreased a lot (অনেকটা কমেছে),Decreased a little (কিছুটা কমেছে),Somewhat negative (কিছুটা নেতিবাচক),Sometimes (মাঝে মাঝে),Never (কখনো না),No (না),No (না),No (না),Very Rarely (খুব কম),Ambivert (মাঝামাঝি),Sometimes (মাঝে মাঝে),Not Sure (নিশ্চিত না),Not Sure (নিশ্চিত না),Sometimes (মাঝে মাঝে),Low Stress (সামান্য চাপ অনুভব হয়),Sleep Quality Unchanged (ঘুমের মান অপরিবর্তিত থাকে),Do Not Lose Focus (মনোযোগ কমে না),Sometimes Interested (মাঝে মাঝে আগ্রহ হয়)
12/17/2025 11:06:41,,Male(ছেলে),Islam (ইসলাম),Married (বিবাহিত),Rural Area (গ্রামীণ এলাকা),Businessperson (ব্যবসায়ী),Joint Family (যৌথ পরিবার),5,Very Good (খুবই ভালো),Very Comfortable (খুব স্বাচ্ছন্দ্যবোধ করি),5.6,70,30 minutes–1 hour (৩০ মিনিট–১ ঘন্টা),Sometimes (মাঝে মাঝে হয়),2,Less than 1 hour (এক ঘণ্টার কম),During Work Break (কাজের ফাঁকে),No (না),More than 8 hours (৮ ঘণ্টার বেশি),Sometimes (মাঝে মাঝে),Sometimes (মাঝে মাঝে),Yes (হ্যাঁ),Decreased a little (কিছুটা কমেছে),Decreased a little (কিছুটা কমেছে),Did not decrease (কমেনি),Somewhat negative (কিছুটা নেতিবাচক),Sometimes (মাঝে মাঝে),Never (কখনো না),No (না),No (না),No (না),Very Rarely (খুব কম),Extrovert (বহির্মুখী),Sometimes (মাঝে মাঝে),Not Sure (নিশ্চিত না),No Impact (কোনো প্রভাব পড়ে না),Rarely (খুব কম),No Stress (চাপ অনুভব হয় না),Not Sure (নিশ্চিত না),Lose Focus Rarely (খুব কম মনোযোগ হারায়),Not Interested (আগ্রহ হয় না)
12/17/2025 19:24:54,24,Male(ছেলে),Islam (ইসলাম),Unmarried (অবিবাহিত),Urban Area (শহুরে এলাকা),Student (স্টুডেন্ট),Single family(একক পরিবার ),12-15 ,Very Good (খুবই ভালো),Very Comfortable (খুব স্বাচ্ছন্দ্যবোধ করি),5’8”,55,1–2 hours (১–২ ঘন্টা),Sometimes (মাঝে মাঝে হয়),2,2 hours (২ ঘন্টা),Leisure Time (অবসর সময়),"Yes, frequently (হ্যাঁ, প্রায়ই)",6–8 hours (৬–৮ ঘণ্টা),Sometimes (মাঝে মাঝে),Regularly (নিয়মিতভাবে),Used to do before (পূর্বে করতাম),Decreased a little (কিছুটা কমেছে),Decreased a little (কিছুটা কমেছে),Decreased a little (কিছুটা কমেছে),Somewhat negative (কিছুটা নেতিবাচক),Sometimes (মাঝে মাঝে),Never (কখনো না),No (না),No (না),Not Sure (নিশ্চিত না),Sometimes (মাঝে মাঝে),Introvert (অন্তর্মুখী),Often (প্রায়ই),No Change (পরিবর্তন নেই),No Impact (কোনো প্রভাব পড়ে না),Sometimes (মাঝে মাঝে),Low Stress (সামান্য চাপ অনুভব হয়),Slight Change in Sleep Quality (ঘুমের মান কিছুটা পরিবর্তিত হয়),Lose Focus Sometimes (মাঝে মাঝে মনোযোগ হারায়),Sometimes Interested (মাঝে মাঝে আগ্রহ হয়)
